01-11-2023|16:06:05|3|0|13|3|2|1-1-0-*
01-11-2023|16:06:05|3|0|13|2|3|2-0-1-*
01-11-2023|16:06:05|3|0|15|2|2|1-0-1-*
01-11-2023|16:06:05|3|0|13|2|3|2-0-1-*
01-11-2023|16:06:06|3|1|13|1|2|0-1-1-*
01-11-2023|16:06:06|3|0|13|3|4|2-2-0-*
01-11-2023|16:06:06|3|0|12|1|5|0-2-3-*
01-11-2023|16:06:06|3|0|13|1|4|0-2-2-*
01-11-2023|16:06:06|3|0|13|3|2|1-1-0-*
01-11-2023|16:06:06|3|0|13|1|3|0-1-2-*
01-11-2023|16:06:06|3|0|13|3|2|1-1-0-*
01-11-2023|16:06:07|3|1|13|1|2|0-1-1-*
01-11-2023|16:06:07|3|0|13|2|4|3-0-1-*
01-11-2023|16:06:07|3|0|13|1|3|0-2-1-*
01-11-2023|16:06:07|3|0|12|3|4|2-2-0-*
01-11-2023|16:06:07|3|0|12|3|3|2-1-0-*
01-11-2023|16:06:07|3|0|14|1|4|0-1-3-*
01-11-2023|16:06:07|3|0|13|1|2|0-1-1-*
